Air_temperature_K,Process_temperature_K,Torque_Nm,Tool_wear_min,Power_kW,Temp_Diff,Tool_Wear_Strain,Temp_Speed_Ratio
0.8112349467767946,0.5618693032814455,0.1684123907145859,-0.9986255314648501,0.28997886349843266,-0.7848087698624178,-0.7995302767958468,0.13991916681222155
-1.8015217636450065,-1.4023848394430232,0.10792181719907287,0.11828888250829112,0.014463078890763068,1.544209043067792,0.1213936656513719,0.39581982249945896
0.2886836046924344,1.0907069570919206,0.04743124368356035,0.18988596032708221,-0.20498911997880623,0.8649121809631682,0.15291522341298802,0.741902378050797
-0.8086742136847339,-0.26916129556350715,0.8564926644535428,-0.5690430645521035,1.0649827220227543,1.1560394075794513,-0.23801389980705615,0.36548122998331417
-1.7492666294365586,-1.251288366925763,-1.2304321218316463,-1.055903193719883,-1.0831233619687233,1.6412514519398496,-1.0863661512638871,-1.1885031744988486
-1.1222050189353323,-0.9490954218912425,-0.9960311494590343,-1.6573186473977284,-0.7566860465068272,0.8649121809631131,-1.390404967386143,-1.0743519360425864
0.13191820206712043,0.6374175395400971,0.5540397968759792,-0.28265475327693906,0.09700354638675615,0.573784954346885,-0.05516826246434774,1.36337290318308
-1.4879909583943784,-0.8735471856325909,-0.36088012754615045,-1.0415837781561248,-0.5721361779742116,1.6412514519398496,-0.9279342694424304,0.33267975886883644
1.8040824967370672,2.299478737230045,-0.3306348407883942,-0.6406401423708946,0.04130880002851149,-0.3966391343740219,-0.6299216334804837,-0.5615651013517614
-1.6447563610196925,-1.1757401306671114,-0.22477633713624703,-0.21105767545814796,-0.3335187956415411,1.544209043067792,-0.2769522946890526,0.21933486490104495
-0.8086742136847339,-0.04251658678759537,-0.18696972868905157,0.9058567385149933,-0.17419464783318905,1.4471666341957345,0.5907918954887726,0.06502628381139904
-1.3312255557690942,-1.1757401306671114,-1.1623802266266943,-0.11082176651184043,-1.060233623983547,0.9619545898352809,-0.5716685585974969,-1.020910829320627
-0.6519088110594199,0.41077283076418525,-0.6557716734342754,0.7340237517498946,-0.6372688731699461,1.7382938608119625,0.18003303413437824,-0.3005904358260086
-1.069949884726914,-1.3268366031844145,-0.36844144923558964,0.7913014140049275,-0.28654601579518274,0.28265772773060194,0.3925975257719441,-0.23284711972095953
-0.024847200558193578,-0.26916129556350715,0.1684123907145859,-1.771873971907794,0.17050383300392757,-0.29959672550190913,-1.4559203619495018,0.3076873274268738
-0.9131844821016001,-0.19361305930489853,-0.9052952891857653,1.1349673875351247,-0.8210376700746305,1.4471666341956793,0.26926685573895376,-0.6784503473366454
-1.4357358241859604,-1.1001918944085027,1.1665068537205456,0.2758024537096315,0.775718630334571,1.253081816451509,0.7684096927778794,1.3977329911600274
-0.8086742136847339,-0.11806482304624695,-0.8448047156702527,0.8485790762599604,-0.8570392864064506,1.3501242253236216,0.13699992709217193,-0.43313367459199204
-1.2267152873521983,-1.1001918944085027,-0.9128566108752044,-1.6286798162702119,-0.9493214528174613,0.8649121809631131,-1.3711932990118243,-0.4830579114602194
1.9085927651539631,2.299478737230045,0.3876907197083195,-1.1561391026661905,0.5156362425232265,-0.5907239521182474,-0.9011254936010559,0.3224455657449626
1.0725106178189747,0.7129657757987486,-0.8145594289124959,1.1063285564076084,-0.7944812347250042,-1.0759359964786457,0.31438594822126736,-0.43997806964025116
-0.6519088110594199,-1.0246436581498513,-1.7899699268501388,-0.28265475327693906,-1.7410098691717348,-0.10551190775773875,-0.8854419734402517,-1.7933361444653395
-0.442888274225658,0.03303164947101326,0.22890296423009843,-1.6429992318339701,0.4158760384892538,0.8649121809631131,-1.3446678051437977,0.05679489023720245
0.2886836046924344,1.5439963746437013,-0.3533188058567118,-0.09650235094808221,-0.34041102954355473,1.4471666341956793,-0.24164505964724242,-0.004435292797360503
-0.7041639452678381,0.25967635824692503,1.2421200706149365,-0.8554313758272679,1.48772327635056,1.6412514519398496,-0.44393414152428096,0.5144073050753816
1.0202554836105269,0.03303164947101326,0.009624635236364898,0.633787842803587,-0.2736294053555231,-1.8522752674553824,0.49532587047054455,0.741286218129365
-0.7041639452678381,0.25967635824692503,-0.6330877083659578,-0.8840702069547843,-0.6250320843323732,1.6412514519398496,-0.8715354038395386,-0.26606649835529494
0.07966306785870224,-0.42025776808076737,-1.132134939868938,0.3330801159646644,-0.9353778778299663,-0.687766360990305,-0.3202171778912709,-1.137660503605706
0.6544695441514806,0.7885140120573573,-0.5347905264032499,-0.6979178046259275,-0.32476066840613876,-0.20255431662985152,-0.7238939899119686,-0.521530332143941
-1.9060320320618727,-2.006770729512107,0.7430728391119564,-1.1561391026661905,0.6582686003569209,0.9619545898352257,-0.8490788692250539,0.6918145218332894
0.13191820206712043,1.2418034296091809,0.17597371240402457,-1.499805076196388,0.4031329995224668,1.3501242253236216,-1.224478989724302,0.0013292195191679163
-0.442888274225658,0.6374175395400971,-0.5045452396454936,0.0037335579982253403,-0.7192090726555851,1.6412514519398496,-0.2328633184734587,0.28775215295897183
-1.7492666294365586,-1.4023848394430232,0.6901435872858831,0.7913014140049275,0.8091817638756178,1.4471666341956793,1.0379653668717006,0.3723191748992126
0.13191820206712043,0.3352245945055766,0.0701152087518774,0.3187607004009062,0.36554031135597514,0.18561531885854438,0.26988492549898535,-0.2037559579957843
-0.8086742136847339,-1.4779330757016749,1.4084691477825968,-1.3422915049950475,1.630529205657129,-0.3966391343740219,-0.9645549027243081,0.5553071231473826
-0.9131844821016001,-0.26916129556350715,0.6296530137703701,1.2638421276089489,0.5391262485187561,1.3501242253236216,1.4540550799063678,0.7112074283115246
-0.3906331400172398,-0.7979989493739394,0.7808794475591518,0.21852479145459866,0.7069770949320121,-0.29959672550190913,0.5236283148986622,0.7362442940355417
0.13191820206712043,-0.49580600433941896,-0.38356409261446806,-0.927028453646059,-0.32865879440108586,-0.8818511787344754,-0.8496711860784176,-0.17021844442586045
1.333786288861155,1.997285792195525,-0.973347184390717,-0.28265475327693906,-0.8543199999981005,0.08857290998643161,-0.5961853257454206,-0.7474755471445468
-0.024847200558193578,1.1662551933505292,-1.5706915978564053,0.7913014140049275,-1.4738544438407986,1.544209043067792,-0.34035595090563675,-1.4829903903379018
0.8112349467767946,0.7129657757987486,0.28939353774561094,0.5049131027297631,0.281994575746257,-0.5907239521181923,0.5422991722329529,0.429270829258529
-1.1222050189353323,-1.5534813119602835,1.0152804199317638,-0.48312657116955415,0.9202747386592809,0.08857290998643161,-0.10234758748010006,0.8439701571509252
-0.8086742136847339,0.10857988572966484,-0.06598858165802601,-0.08218293538432399,-0.036451219818760525,1.6412514519399048,-0.11579060476078927,0.12450530095805915
-1.2789704215606463,-1.251288366925763,-1.381658555620428,1.1349673875351247,-1.3936499590838942,0.7678697720910554,-0.060087067637933374,-1.0672256165597025
1.1247657520274228,0.9396104845746175,-1.4497104508253797,0.061011220253258225,-1.4372597916433285,-0.8818511787345306,-0.605456372145896,-1.1452466346673797
-1.7492666294365586,-1.4779330757016749,0.44061997153439275,-1.0702226092836413,0.26860064375619563,1.3501242253235666,-0.8148790091699671,0.7112525471717744
1.7518273625286491,1.9217375559368732,-1.1850641916950115,0.7769819984411693,-1.154135790808043,-0.7848087698624178,-0.11280326758730268,-0.8179883715829807
-0.9654396163100183,-0.26916129556350715,-0.7843141421547397,1.1922450497901578,-0.5838811809719769,1.4471666341956793,0.3885543194250702,-0.7683172202543481
0.6022144099430625,0.7129657757987486,-1.7748472834712608,-0.31129358440445554,-1.7149669160960255,-0.20255431662985152,-0.8911591187205449,-1.7450489816618817
0.9680003494021087,0.7885140120573573,-0.6255263866765186,-0.6549595579346529,-0.6856157605098837,-0.7848087698624178,-0.7187176556717032,-0.11266510473131475
-1.1744601531437802,-0.8735471856325909,0.19865767747234217,-0.6835983890621693,0.17374383383089628,1.0589969987073387,-0.5242832103284006,0.3500834015968273
